2021-09-06 16:18:14.691402 (1.0, 1000000.0, 6, 15.0, 0.3, 0.845, 6.0, 3) [0.39252114996863746 1.6758375085148205] 1
2021-09-06 16:18:17.217746 (1.0, 1000000.0, 6, 15.0, 0.3, 0.786, 6.0, 3) [0.4377227356349245 1.6856625194460173] 1
2021-09-06 16:19:14.785877 (1.0, 1000000.0, 6, 15.0, 0.3, 0.72, 6.0, 3) [0.4965718297905157 1.6939946633526859] 1
2021-09-06 16:19:36.220941 (1.0, 1000000.0, 6, 15.0, 0.3, 0.808, 6.0, 3) [0.4202953528279808 1.6823136645527725] 1
2021-09-06 16:39:07.011295 (1.0, 1000000.0, 7, 15.0, 0.3, 0.786, 6.0, 3) [0.38007023525062766 1.6915293626054519] 1
2021-09-06 16:39:15.613764 (1.0, 1000000.0, 7, 15.0, 0.3, 0.792, 6.0, 3) [0.3743059072289693 1.6927676257487336] 1
2021-09-06 16:39:49.694414 (1.0, 1000000.0, 7, 15.0, 0.3, 0.775, 6.0, 3) [0.38660103667011053 1.6934996466637733] 1
2021-09-06 16:40:00.791527 (1.0, 1000000.0, 7, 15.0, 0.3, 0.755, 6.0, 3) [0.4043664262426166 1.6973177389861756] 1
2021-09-06 16:40:54.346546 (1.0, 1000000.0, 7, 15.0, 0.3, 0.88, 6.0, 3) [0.31651360660792527 1.6811927507797908] 1
2021-09-06 17:09:44.046977 (1.0, 1000000.0, 8, 15.0, 0.3, 0.755, 6.0, 3) [0.35895751035463647 1.703902252536166] 1
2021-09-06 17:11:31.809422 (1.0, 1000000.0, 8, 15.0, 0.3, 0.845, 6.0, 3) [0.29457014361903433 1.6922708115919141] 1
2021-09-06 17:12:02.335097 (1.0, 1000000.0, 8, 15.0, 0.3, 0.8, 6.0, 3) [0.323480692076745 1.6981760052104564] 1
2021-09-06 17:53:35.282397 (1.0, 1000000.0, 9, 15.0, 0.3, 0.72, 6.0, 3) [0.35086640252561513 1.7148358656428473] 1
2021-09-06 17:53:37.646420 (1.0, 1000000.0, 9, 15.0, 0.3, 0.8, 6.0, 3) [0.2888594046311917 1.7038714894669427] 1
2021-09-06 17:54:05.894508 (1.0, 1000000.0, 9, 15.0, 0.3, 0.88, 6.0, 3) [0.24350680544156172 1.6930712769052352] 1
2021-09-06 17:54:09.623170 (1.0, 1000000.0, 9, 15.0, 0.3, 0.755, 6.0, 3) [0.32332253114186466 1.7101775941281081] 1
2021-09-06 18:48:51.099424 (1.0, 1000000.0, 6, 15.0, 0.3, 0.8, 6.0, 3) [0.4280913335465071 1.6825294036599585] 1
2021-09-06 18:51:16.602796 (1.0, 1000000.0, 6, 15.0, 0.3, 0.825, 6.0, 3) [0.4089220106083534 1.6782040842161101] 1
2021-09-06 18:51:28.940361 (1.0, 1000000.0, 10, 15.0, 0.3, 0.775, 6.0, 3) [0.2788935345303689 1.7110733053879794] 1
2021-09-06 18:52:15.171779 (1.0, 1000000.0, 6, 15.0, 0.3, 0.814, 6.0, 3) [0.4154305488365086 1.6806551185187539] 1
2021-09-06 18:52:30.332567 (1.0, 1000000.0, 10, 15.0, 0.3, 0.8, 6.0, 3) [0.26131940790832114 1.7069037284678987] 1
2021-09-06 19:12:25.679092 (1.0, 1000000.0, 8, 15.0, 0.3, 0.786, 6.0, 3) [0.33545800022223315 1.7000203984473556] 1
2021-09-06 19:14:12.324301 (1.0, 1000000.0, 8, 15.0, 0.3, 0.825, 6.0, 3) [0.30878847662930786 1.693675195129015] 1
2021-09-06 19:17:08.204333 (1.0, 1000000.0, 8, 15.0, 0.3, 0.814, 6.0, 3) [0.3144589356492786 1.6954130048893823] 1
2021-09-06 19:17:51.671021 (1.0, 1000000.0, 8, 15.0, 0.3, 0.775, 6.0, 3) [0.34130751990262753 1.7023876188666025] 1
2021-09-06 20:06:45.454078 (1.0, 1000000.0, 6, 15.0, 0.3, 0.88, 6.0, 3) [0.37093063033709733 1.674096932243325] 1
2021-09-06 20:07:25.463526 (1.0, 1000000.0, 6, 15.0, 0.3, 0.792, 6.0, 3) [0.43344881006136493 1.6836799959121374] 1
2021-09-06 20:08:23.293231 (1.0, 1000000.0, 6, 15.0, 0.3, 0.775, 6.0, 3) [0.4465407889636611 1.6840053597280358] 1
2021-09-06 20:09:39.840266 (1.0, 1000000.0, 6, 15.0, 0.3, 0.755, 6.0, 3) [0.4626861528247842 1.6898398013613527] 1
2021-09-06 20:16:10.187691 (1.0, 1000000.0, 11, 15.0, 0.3, 0.72, 6.0, 3) [0.2945496990613569 1.7226752615257637] 1
2021-09-06 20:21:53.459453 (1.0, 1000000.0, 11, 15.0, 0.3, 0.786, 6.0, 3) [0.24831521789124242 1.7118704230553634] 1
2021-09-06 20:22:14.470720 (1.0, 1000000.0, 11, 15.0, 0.3, 0.825, 6.0, 3) [0.22180563782366383 1.706034669945014] 1
